FEN,Next move
rn1q1kr1/pp3pbp/2p4n/3pp1pP/6b1/1PN1P3/P1PPBP2/R1BQ1KNR w - - 1 12,e2g4
rn2k3/p1q2p2/b1p4r/1p1pp2n/3P1pQb/NP2P2P/P1P1K1PR/R1B2BN1 b q - 2 16,h5f6
r1q4r/p1p3kp/1p1ppppn/n5B1/2P2PP1/bPP2K1P/P3P1B1/1R4NR b - - 1 18,f6g5
rnb1k1n1/pp4pr/3p1q2/1p1Ppp1p/2P1P3/b1B3PN/P1Q2P1P/2R1KB1R b Kq - 2 15,b8a6
4k2r/r2qppb1/1p5p/pQ1p2p1/PpP3PP/4N2R/3P1P2/RBB2KNb w k - 0 21,d2d4
2bqk1nr/r2pp2p/8/p1p4P/1nNPP2R/1P3Pp1/PQP3B1/R3K3 w Q - 2 23,d4c5
rn1q1bnr/1b1pk2p/1p6/p1p2pp1/2P1pBQP/3PP1P1/PP3P2/RN2KBNR w KQ - 3 10,f4g5
rn2qbnr/2p5/p2pbk2/1p2pp1p/1PPP2pP/P2BPP2/3K2P1/RNB3NR w - - 3 16,f3g4
rn1qk1r1/p1p1p3/2bp2P1/2P4p/1b3pnP/1P2PN2/P2PK1P1/RNB2B1R w - - 0 21,a2a3
rnb1nb2/p3kpr1/1qpp2p1/4p3/1pPPPP2/NP4pP/RB1KR3/2N2Q1B b - - 1 24,b4a3
1r2kbnR/1p1n1pp1/p3p3/1p1p2P1/3PP3/2P5/q4P2/RNBQKb2 b Q - 0 17,a2a1
rn1k1b1r/p2b1ppp/1q1p4/1pN1P2n/2BP4/4P2P/PPP1K1P1/R1BQ2NR b - - 2 11,h5g3
Qn3rk1/2p2p1p/b2q3b/3N1PpP/p1PPp2P/3BP3/PP6/R1BK2NR w - - 1 25,c4c5
r1bq2nr/p1ppbkpp/1pn2p2/4P2P/3Q4/4P3/PPP1BPP1/RNB2KNR w - - 3 9,d4d5
1r2r1n1/pp1qkp1p/n1p1b3/3PpPpB/3P2P1/PNP5/P4K1P/R1BQ2NR b - - 0 20,e6d5
rnbqkbr1/p2n2pp/1ppp4/1P2pp2/7P/3PPNPB/P1P2P2/RNBQK2R b KQq - 1 9,c6b5
r1b1k1nr/p1bpq3/n5pp/2p1N2P/1p1P1PN1/2P1P3/PPQ3P1/1RB1KB1R b K - 0 15,c7e5
1nbqkb1r/3rp1p1/3p4/p1p2pPp/PpP5/3N1Pn1/RP1PP1BP/1NBQK2R w Kk - 2 13,h2g3
rnbk1bn1/pppp1ppr/8/4pBqp/4P3/N4NPP/PPPP1P2/R1BQK2R w KQ - 6 10,f3g5
r1b1k2r/p2nbp2/3p3p/2pPp3/PP2P3/7P/6R1/1N2KBNq w kq - 2 26,g1f3
rkb2b1r/pp3p1p/2p1qn2/QB2pPp1/8/2PpP2N/PP1P2PP/R1B1NK1R w - - 6 20,f5e6
rnq2br1/3kp1p1/p2p1p1n/1p2P2p/1P5P/N1P1QN2/P1R2PB1/2bK3R w - - 2 25,e5e6
r4knr/1pp1bpp1/2P2N2/Q2p3p/3Pp1b1/5P2/P2NP2P/B1KR1B1R w - - 0 22,a5a8
r1bk2nr/p2p2p1/1Pp3qp/P4p2/2P2p2/2K1P2N/5PPP/RNQ2B1R b - - 0 21,g6f6
rn2kb2/3bn1p1/1pB2ppr/p3N3/PP4Pq/2P5/4PP1P/RN2K2R w - - 1 19,c6a8
4k3/pp1b1pbr/n6n/2PrB3/4p2q/N3P3/P2P1PR1/1R1QKB2 w - - 0 23,g2h2
rnN2br1/1p3p1p/p4n2/qBpkpbp1/P2P1B1Q/5PP1/RPP4P/5KNR b - - 4 17,g5h4
r1b1kbr1/1q1ppppp/n4n2/ppp2P2/P1P1P1P1/1P1B4/3P3P/RNBQK1NR w KQq - 3 11,b1c3
r1b1qbnr/1pp1pkpp/8/pBnp1p2/1P5N/2P1P1PP/P2P1P2/RNBQK2R b KQ - 0 8,e8b5
r1b1kbnr/p2p1p2/2p2qpp/4p1B1/1p1PNP1P/1P4P1/PP2PK2/R2Q1BNR b kq - 0 13,f6f5
rnbqkbnr/pp2p1p1/2p4B/1B1p4/3Pp3/5N2/PPP2PPP/RN1QK2R w KQkq - 0 7,h6f4
r1bk1b1r/p2ppp2/1pp2np1/1B1q3p/1n2P1P1/5P2/1PPP3P/RNBQK1NR w K - 2 12,e4d5
rn3qnr/p1b3p1/Pp2bp1p/2pp1k1P/2P2p2/1P1PP1PN/3RQN2/2B1KB1R w K - 0 24,e2g4
rnk2bn1/p1q1pppr/bp1p4/2P4p/P3P2P/R4R1N/2PP1PP1/1NBQKB2 w - - 1 10,f3f7
1nbk1b1r/r2p4/pp2Bqpp/2p5/6P1/P6P/RPPQN3/1NBK3R w - - 2 17,e6d5
rq2kbnr/pbpppp2/npB1Q1p1/7p/8/4P2P/PPPPKPP1/RNB3NR b kq - 5 9,b7c6
2bqkbnr/1p1p3p/4r1p1/4p3/p1P1P1B1/N2P1nP1/P3NP1P/R1B1K1R1 w Qk - 2 17,g4f3
1nb1kbr1/rpq4N/3pp3/4Pppp/1Pp4P/p1PRQP2/P2P1K2/RNB2B2 b - - 1 21,c4d3
r2qkb1R/p1pppp2/1p2b1p1/3nn3/2P1PP2/N7/PP1PQ1P1/R1B1KBN1 w Qq - 1 11,e4d5
rn2kbr1/pq1ppp1p/bpp4n/5Pp1/NP2P3/7P/P1PPN1P1/R1BQKB1R b KQq - 2 9,e7e6
r1bk2n1/1p1nb3/p5pr/2ppPpQp/1NP5/5PPN/PP2P2P/R3KB1R b KQ - 4 21,e7g5
1n1k4/4p1br/bp3p1B/r1pP1Pp1/2Q1P1P1/2P2K1P/P7/4RBNR b - - 0 25,a6c4
r1bqkb1r/2pppppp/ppn5/1P2N3/6n1/P2PB3/2P1PPPP/RN1QKB1R w KQk - 3 8,e5g4
1nbb3k/1p1p1r1n/1pp1p2p/1QP2pp1/3PPqP1/r3BP1P/P5B1/R3K1NR w KQ - 0 18,e3f4
r1bq1b2/n1p1p3/3pk2n/p3P1p1/1p3P2/1P1PBBRP/P1P5/RN2K3 b - - 0 22,h6f5
r3kNnr/p1n1p1pp/3p4/1pp5/bPP2pPP/3PPP1R/qB4BQ/R3K1N1 b Qkq - 0 22,a2b2
1nq1kb1r/rb1pp1pp/ppp5/8/P3p1P1/1PN1K2P/2PP1P2/R1B1Q1NR b - - 2 11,c6c5
rn1qkb1r/pbpp2pp/1p2p2n/5p2/3P3P/4PPP1/PPPQ4/RNB1KBNR b KQkq - 0 6,c7c5
r1bqkbnr/p1pp1ppp/1p6/2n5/2P1pP2/PP1BP3/3PN1PP/R1BQK2R b KQkq - 2 8,c5d3
r3k1n1/p2n1pp1/3b1q2/P1pp4/3Np2r/3PPP2/RP1K2R1/2Bb1B2 w q - 3 24,d4b5
1rbq2n1/2p1kB1r/p2p2p1/4pPb1/6np/N4NPP/PPPPQP2/1RB1KR2 b - - 2 18,e7f7
rn1qkbnr/p2pp3/bpp2p2/7p/P1PP2pP/1Q6/1P2PPP1/RNB1KBNR w KQkq - 0 8,b1c3
rn2kb1r/p2p3n/1pp1p1p1/4Bp1P/P1b2P2/1P5B/2P1P1qP/RN1Q1KNR w - - 2 19,h3g2
rn1qk2r/b4b2/3pNp1n/p4p1p/1BP1P1pP/1N1P2P1/P2K1P2/R1Q3R1 b - - 2 23,f7e6
r1b1kr2/2pp1pqp/pp2p2b/1P4p1/5PP1/N1PP4/P1nKP2P/R3QBNR b q - 4 13,c2e1
rq4nr/ppp2p2/3pbkp1/1P2p1bp/n7/1N2PP1P/PBPP2PR/R1Q1KB2 w - - 1 20,h3h4
r1b4r/1p1kn2p/p3n3/2p2q1R/PPPp4/R1bP4/3QPP2/4KBN1 w - - 0 23,h5f5
1n4nr/1pkb1p1p/r1P1p3/p1P3p1/P2p4/R1BPP1PB/4P1qN/2Q1K3 w - - 3 24,h3g2
rn2kbnr/1bqp4/4ppp1/p6p/3P4/1P3NP1/P1PKPP1P/R1BQ1B1R w kq - 1 9,c1b2
r1bqkb1r/1p2ppp1/2pp3n/p6P/1n6/2P5/PP1PPPBP/RNBQK1NR b KQkq - 0 8,b4a6
rnb2b1r/1p5p/2kp2p1/p1p2Bq1/4PN2/1P1P1Pn1/PKP3PP/RN5R b - - 2 19,f8g7
rnbqkbnr/p4ppp/8/1pppp1P1/8/P4P1N/RPPPP2P/1NBQKB1R b Kkq - 0 6,h7h6
2bqkbn1/r1pppp2/6p1/pP4P1/3n4/1P2P2Q/P2P1P2/RNB1KBNR b KQ - 2 11,d4c2
1nb5/r2kpprn/P2p3b/7p/3p1PpP/NP1q3N/2P1PKP1/R2Q1B1R w - - 2 19,d1d3
rnbq1bnr/2pppkpp/1p6/p4p2/4NP2/5K2/PPPPPNPP/R1BQ1BR1 b - - 7 8,f5e4
1rb1kbnr/pp1qp3/n4p2/2pp2Pp/7K/N5P1/PPPPP1BP/R1BQ2NR w k - 2 10,h2h3
1rb1k1nr/pp3p1p/n6b/2pp3Q/3p1pq1/PP6/2P1P2P/RNB1KBNR w k - 3 18,h5g4
rnb3nr/pp1pkppp/2p1p1q1/2bP4/8/N4PP1/P1PQP2P/R1B1KBNR w KQ - 1 8,d5e6
1nb4r/1r1pkp2/6pp/pP3P1n/2p1p2P/N1b1P3/1P1P2B1/R1B1K1NR w - - 1 21,b2c3
r1b1N1n1/q2pk2r/2n3pb/ppp4p/1P1p4/3QPPPP/P1P3B1/R1B1K1NR w KQ - 4 17,d3g6
rnbqkb1r/p4ppp/1ppppn2/1B6/1B3P2/1P2P3/P1PP2PP/RN1QK1NR b KQ - 0 8,c6b5
2rqkbnr/4p3/3pn3/pp2P1Np/2p5/1P1b1P2/PBPP1KPP/R2NQR2 b k - 0 21,e6c5
r4b1r/p2b1pp1/nqp1p3/1P1P1kpn/2p2P2/2N1BN1P/1P2P1P1/R3KB1R w - - 1 20,g2g4
1nbq1rk1/1rpp1ppp/7n/1pP1p3/1pP5/P3PP1N/1Q4PP/RNB1KB1R b - - 0 14,b5c4
rBbr1k2/1pq2pb1/p1p1p3/3pP1pp/5PnP/3P1N2/P2N2P1/1R2KBQR w - - 4 25,b8c7
rnbqkb2/p1pp3r/Q5p1/1p2pp1p/1PPP1P1N/2N4P/P3P1P1/R1B1KB1R b KQq - 0 11,d8h4
rnbqk1nr/3p1p2/2p2b2/pp5P/P1Qp3p/1P6/RBP1PP2/1N1K1BNR b kq - 1 13,b5c4
rnb3kr/2q4p/ppp1p1p1/bQ1pB3/3P4/N4PN1/PP2P1P1/2KR1B1R b - - 7 25,c7e5
rnb3Qr/ppp3pp/3kp3/3p4/2q1PP1P/1PP3P1/P2P1b2/RNBK1BNR w - - 1 17,e4e5
rn2kbnr/ppq1ppp1/2pp3p/3b4/NP6/4PQ2/P1PP1PPP/R1B1KBNR w KQkq - 5 8,e3e4
r1bqk1nr/pppp2pp/5p2/2n1pP2/1P6/N7/2PPPNPP/R1BQKBR1 b Qkq - 0 8,c5a6
r1bqkb2/2pnppp1/pp3n2/1P1p1r2/3N3P/P3PP2/2PP4/RNBQKB1R w KQq - 0 12,d4c6
2bqkbnr/1ppnppp1/r7/p2p3p/1P1P3P/P4P2/1BP1P1P1/RN1QKBNR b KQk - 2 6,a5b4
1r2kb2/np1bnppr/p7/3ppQ1p/2PPPP2/q4NP1/1R4KP/3N1B1R b - - 0 25,e7f5
1nbqk1nr/pr2b3/1p3p1p/PNpp1P2/3Pp1pP/1P2P1P1/R1P2KN1/2B1QB1R w - - 0 25,a5b6
2b1kb1r/1pnp2p1/1r2p2p/1q1n4/Pp1p2p1/1PQ5/1RPNPPBP/1N2K2R w Kk - 0 19,c3c7
1n2k3/4B1q1/r1p1bp1r/Pp4p1/P2P1P2/2K1n1Pp/2PNP2P/R2Q1BNR w - - 0 24,d1c1
rn2k1br/pp2b3/2n4p/2PpPq2/1R5P/N3K3/P3PP1P/2B1QB1R b kq - 0 24,e7c5
1rbq1b1r/2n1kppp/3pp3/Q1P4n/3P4/4PP2/P1P3PP/RNBK1BNR b - - 2 10,e7e8
rn3bnr/1pqkp1p1/p1p2pQp/3p1N2/2P2PP1/4P2b/PP1P3P/RNB1KB1R w KQ - 3 11,f1h3
r1b1k1nr/pppn1ppp/4pq2/3p4/3PPP2/b1PK4/PP4PP/RNBQ1BNR b kq - 2 6,d5e4
r1b2b1r/p1kp2pp/n1p5/1p1Qn3/2P1p3/P3BN2/1P2BPPP/RN2K2R w KQ - 0 15,d5e5
1nbqk2r/r4p2/1p1pp1pp/p1b5/P2N2P1/1PNP4/1BP1PKPP/R2Q1BR1 b k - 0 15,d8f6
rq1nkb2/2p4r/3p1p1p/pppB4/6p1/Q2PP1Pb/PP3P2/R1B1K1NR w q - 1 20,g1h3
r2Q2nr/p1p1p2p/2k2p1B/5b2/1pP1PP2/6KN/PP2B3/2R4R w - - 6 26,d8d5
rnb1kbnr/p3pp1p/7q/2ppP1pQ/1p3P2/5N2/PPPPB1PP/RNB1K2R b KQkq - 0 9,h6h5
rN1qk1r1/6pp/3p2n1/ppp2p2/3np1P1/N4P1B/PPPPP2P/R1BQK1R1 b Qq - 1 14,d8h4
2b1k2r/p2r4/2Bbpppp/Pp1pn3/1P2P3/3P1N1P/1B1PQPK1/RN3R2 w - - 2 26,b2e5
r2qkb1r/2p1pppp/n3b2n/1p1p4/3P1PPQ/2P5/PP2P2P/RNB1KBNR b KQkq - 2 9,h6g4
rnb1kbnr/1ppp3p/6p1/p4p2/1P1Np2q/8/P1PPPPP1/R1BQKBNR w KQkq - 0 8,h1h4
3qkbnr/1p2p3/1r3p2/p2p2pp/PpPPNP2/R2K1PPb/3Q3P/2B3NR w k - 4 23,g1h3
1nq1kr2/rp3ppn/p7/2b1pb2/2p1P1BP/P1P5/1P1P3P/RNBNKR2 w Q - 1 17,f1f5
rnb1kbnr/pp1ppp1p/2p3p1/qP6/1Q3P2/3P4/P1P1P1PP/RNB1KBNR b KQkq - 2 6,a5b4
1nb1k2r/1pqp1p1B/r1p5/p7/1bPN1p2/4PP2/P2PKnPP/R1B1Q2R b k - 0 14,f2h1
r3kb2/pp2pppb/n1p4r/6Pp/P1pq4/4P2B/1P1P1K1P/RNB4R w q - 1 15,e3d4
rnb1kbnr/pp4pp/2pq1p2/P2pp1P1/1P6/5N1P/2PPPP2/RNBQKB1R w KQkq - 1 8,e2e3
rnb2br1/1pppkp2/3N2p1/4p1P1/p2P3p/P3B2P/1PP1P1B1/R2QNK1R b - - 0 18,c7d6
4qb1r/1b1rk2p/n1pp1p1n/N3P1p1/1PP3P1/BP1P4/2Q1PKBP/RN4R1 w - - 7 24,a5c6
r3k1nr/pb1p1p1p/n1p5/qpb1p1p1/4P1P1/1PP2P1B/P2PN2P/RNBQK2R w KQkq - 1 9,b3b4
rnb4r/2q1kpp1/2pNpn2/p7/PP1pP3/3P1P2/4B1PP/R1bQK1NR w K - 2 18,d6c8
r1bqkb1r/p3p1pp/4n3/1pppP1n1/2P4P/4KN2/PP1N1PPR/R1B2B2 w - d6 0 18,h4g5
r1bqkb1r/pp5p/2ppp2n/5p2/1n1P1P2/1P5N/P1P1P1BP/RNBQK2R w kq - 0 11,h3g5
rnbqk1nr/1p1p4/8/4pppp/pbPpPP2/1Q6/PP1P2PP/R1B1KBNR b KQkq - 0 11,a4b3
rn1qkb1r/ppp1ppp1/b4n1p/3p4/3PPP2/P7/1PP3PP/R1BQKBNR w KQkq - 1 8,f1a6
3rk1nr/pbp1bpp1/3ppq2/1p1P3p/3Nn1P1/N2B4/PPP2P1P/1RBQK2R w k - 0 14,d3e4
4k1nr/rbnpb2p/1p1q1p2/pPp1p1p1/P3P3/NRP2QPP/2B1NP2/2BK3R w - - 3 21,c1d2
rn1qkb1r/pb1pp1pp/1p5n/2p2p2/P7/R3PP2/1PPPK1PP/1NB1QBNR b kq - 3 6,e7e6
r1b3n1/1p1p1pp1/p1pBpk1r/qP6/2BPP3/P4N1P/2P1NPP1/R1bK3R b - - 0 18,g7g5
rn1qkbnr/p3ppp1/8/1Np4p/P2Pp3/7P/1PP1QPBR/R1B2KNb w kq - 0 11,g2h1
1n1qkbnr/4p1p1/rp1pPp1p/pP2P2P/1P3P2/2P5/4B1P1/1RBQK1NR w K - 1 18,b5a6
2b3kr/pr1q2b1/4pp1n/1pp3pp/P1pPP2N/2N1nPPP/1P1K1Q2/R1B2B1R w - - 6 22,d2e1
rnbqk1n1/p3p2r/1p1p1p2/2p3pp/P2P1b2/1P2PK2/R1PN2PP/2BQ1BNR w - - 0 14,f3f2
rn2kbr1/p2pnpPp/1p6/2p1p3/P1NP1P2/3BPq2/1PP3P1/R1BQK2R b KQq - 0 15,f3g3
rnbq2nr/1pp1kp1p/5bp1/p2pp3/3P3P/P3BNP1/1PP1PP2/RN1QKB1R w KQ - 3 8,d4e5
rn2kb1r/2Q2p2/q1pp1n1p/pN2p1p1/5Bb1/2PP4/PP2PPPP/1K1R1BNR b kq - 1 13,c6b5
r1bqkb1r/p1ppnpp1/2n1p3/7p/1p5P/1PP1P3/P2PNPP1/RNBQKBR1 w Qkq - 2 7,c1b2
rn3k1r/7p/bpp2pp1/1BbppnP1/p2PP2P/PPP4q/5PR1/RNBQK1N1 w Q - 0 21,g1h3
r1q1kbr1/ppp1pppp/n7/3p4/1PPPn3/B5Pb/P2NPP1P/R1Q1K1NR w KQq - 1 9,d2e4
rnb1kb2/p4prp/2pp2pn/1p2p3/NP5q/B1PP1P2/PQ2P1PP/RK3BNR w q - 2 13,g2g3
rnbk1bnr/4pppp/4q3/pppPN3/8/PP4P1/R2PPPBP/1NBQK2R b K - 0 9,e6e5
2rqk1nr/p1pb2pp/3p4/P2n2b1/3p1p2/2NQ1PPP/1P2P1B1/R1B1K1NR w KQk - 3 16,c3d5
rBbk1r2/n2p3p/1p2P1p1/1NP2p1n/p7/2Q2P1B/P1P1P1R1/R2K2N1 b - - 1 24,a7b5
rn1qkbr1/1pp1pppp/5n2/p1Pp4/4b3/BP5N/PQ1PPP1P/RN2KB1R b KQq - 3 8,e4h1
r3k1n1/p1pp1ppr/b3p3/1p1P3p/1bP1n1P1/5P1P/P1BBQ3/RN2K1NR w KQ - 2 16,c2e4
2b1k3/r2pppb1/p4npr/qp4Pp/Pn5P/1PNBR3/Q1PB1P2/4K2R b - - 9 23,b4a2
4rbnr/pkpBpp2/7p/Pp3q1P/1P1pP3/BNP3N1/5PP1/R3K2R b KQ - 4 21,f5d7
1r1qkb1r/3n2pp/3Qpp1n/1pp5/1p2pPbP/3PK2N/PBP4R/RN3B2 w k - 0 19,d6c6
1nbq1bnr/r2ppkpp/ppp2p2/8/8/PP2PPPP/2PPB3/RNBQK1NR b KQ - 1 7,e7e5
r1bqkbr1/pppp1p1p/8/n3p1p1/PP6/2PPPP2/4NnPP/RNBQKB1R w KQq - 2 10,e1f2
rnb2r2/2p1q1pn/4p2p/p4p1P/pb1PQNPk/1PP5/1B3P2/RNK2BR1 w - - 1 23,g4f5
r1b1q1nr/3pbk2/p3ppp1/P6p/1pp1P1RP/5P2/R1nP2P1/1NBQK1N1 w - - 0 16,a2c2
1r1q1bnr/pbppk1p1/np2pp1p/8/1PP1P3/P1N2P2/1B1P2PP/R2QKBNR b KQ - 4 11,c7c5
r2k2nr/pqp3pp/1p3p2/P1bppPN1/1n1PP1P1/1P1P4/R5BP/BNQ1K2R b K - 2 21,b4d3
rn2kbnr/p1q1p1pp/3p1p2/1ppb4/1PP1N2P/5N2/P2PPPP1/R1BQKB1R b Qkq - 4 8,d5e4
rn1q1k1r/pp2np1p/P7/1Np1p1p1/3pR1P1/5PPB/2PPP1KR/2BQ2N1 w - - 0 19,a6b7
1r1q1br1/1b1p1k2/2n1pnp1/2pB3p/pPP2Q1P/P1N1P3/3P1PPR/R1BK2N1 w - - 1 22,d5c6
rnb2bnr/2q1k1pQ/4pp2/pppp4/P1PN4/1P2P3/3P1PPP/RNB1KB1R w KQ - 0 10,h7h8
rnb1kbnr/ppppqp1p/4p1p1/8/6P1/2P4B/PP1PPP1P/RNBQK1NR w KQkq - 1 6,d2d4
rnbqkb1r/pp2pppp/2p2n2/3p4/P1P5/1P3NPP/3PPP2/RNBQKB1R b KQkq - 0 6,c8f5
r1bq2n1/2pp1kr1/1B5p/p3npb1/PPp3pP/K3P1PB/2P2P1R/1RQ3N1 b - - 3 21,a5b4
rnb3n1/1q2kppr/2p5/B2p3p/2pp2PP/3QP2B/2PP1P1R/2KR4 w - - 8 25,d3a3
2b1kbr1/2p1qpp1/rn1p1P2/p4p1p/8/PPP1P3/N1QP3P/R1B1KBNR b KQ - 1 18,e7f6
3B1br1/p6p/Bp3kp1/1Ppp4/PR1np3/5b2/5PPP/1N3RK1 b - - 0 23,f6g7
rnb1kbnr/pp6/4q3/2ppPp1p/1PP1P1Q1/P6N/3P2PP/RNB1KBR1 b Qkq - 0 10,h5g4
r1n1kbnr/5qp1/b3Pp2/pp1p2Np/QPpP2P1/B1P1P2P/P2N4/3RKBR1 b kq - 6 16,f7g6
r2q4/pppb1rkp/5Np1/n2Q4/P5n1/1P4bP/2P1PPP1/R1B1KB1R b Q - 2 17,g3f2
2b1k1n1/rppr4/3B1pp1/P2pp1P1/3PP2p/1Q3P2/PR3NBP/5K1R w - - 0 26,d6b4
rnb1k2r/ppp1bppp/1n2p3/3p4/1PPPP2q/5QP1/P4P1P/RNB1KB1R w KQkq - 2 9,g3h4
2b1kb1r/3ppp1p/n1p1N2n/2q3P1/pP2P3/5P1P/P2rN1B1/R3K1R1 w Qk - 0 23,e6c5
r1qn2nr/ppk1p1Pp/2p2p2/R4p2/1Pb1p1Q1/N2P1B2/P1P3P1/R1B1K1N1 w - - 2 21,g4g3
r1b2br1/3pkppp/7q/Npp1p3/1n6/6PN/P2PPPRP/RQB1KB2 w Q - 3 17,a2a3
rnb1k2r/3p3p/2p5/p1bNpP2/PpPP1Pp1/4B2P/6P1/R2K1BNR w - - 2 18,d5f6
1r1qkb1r/p3pp1p/n6n/1ppp2p1/PB4b1/NP1P1P1N/2P1P2P/R2QKBR1 w Qk - 0 11,b4c3
1rq1kb2/p2Npp1r/5n1p/2pp2p1/pn1PP3/B4P1b/P1P1B1P1/R1KQ3R b - - 1 16,h3d7
r1bk3r/p1p3p1/np2p2n/3P1PP1/1PN2B1R/2PP2P1/4KP2/R1Q2B2 b - - 2 25,h6f5
r1b1k1n1/1p1p1p1r/1qp3pp/p1bNp3/2P1P3/3nQ1PP/PP1PBP2/R1B2KNR b q - 2 12,c6d5
r2qk1nr/p1n1bp1N/2pp3p/1p2pb2/5P2/PPP3P1/1B1PPK2/RN1Q1B1R w kq - 2 13,f1g2
rn3bnr/p2bp1k1/q4ppp/1Npp1P2/1P2P1PP/3PQ2B/PBP5/RN2K2R b KQ - 0 20,a6b5
rnb1qbn1/p1p1k3/1p3p2/3pp1Br/3PQ1p1/N4P1P/PPP1P1N1/R3KBR1 w Q - 1 17,e4e5
rnbk2nr/p2p1pN1/1p6/4p1p1/1QPb1qPp/5P1P/P1N1P2R/2B1KB2 b - - 3 16,f4c1
2b1kr2/3np2p/5Pp1/1ppq2B1/Pprb4/5B2/2P1PP1P/2RQ1K1R w - - 1 22,f3d5
1nb1kb1r/rp2pp2/B1p3pp/2n1B1q1/QP1Pp3/2P2N2/P4PPP/RN3K1R b k - 5 16,e4f3
2b3r1/rp3k1p/p1p3pn/3pppP1/BP1qPn2/2P2Q1P/1B1P1P1R/RN1K2N1 b - - 0 23,d4c4
r1bqkb1r/pp2npp1/2p1p2B/2np3p/N2P4/P2Q3P/1PP1PPP1/R3KBNR b KQkq - 5 8,c5d3
3qkbnr/r2pp2p/1p6/1Pp2pp1/2PNQ1P1/1p3b2/3PPP1P/RNBK1BR1 w k - 0 17,e4f3
r1b1kb1r/pppqn1pp/n2ppp2/8/P5P1/R1P2P2/1P1PP1BP/1NBQK1NR b Kkq - 1 7,h7h5
r1q2bnr/5kp1/n1pppP1p/pp6/1PbP1KP1/N7/P1P1NP1P/R1BQ1R2 b - - 0 15,e6e5
rn1q1bnr/p1ppkp2/b4p2/1p2p2p/2N5/3P3N/PPP1PPPP/1R1QKB1R w K - 0 8,c4d2
rnb1kb1r/1p4pp/pq2p3/2pp1p2/7P/P1NP1N2/RPP1PnP1/2BQKB1R w kq - 0 11,e1f2
rnb1kb1r/1p1p1ppp/p3p2n/2p5/PP5q/R1P4N/3PPPPP/1NBQKB1R w Kkq - 0 6,b4c5
r1bq1b2/3p2rp/1pp1pk1n/p1n3p1/3P1pPP/BP2PQ2/P3KP1R/RN3BN1 w - - 2 20,h4g5
r1bqkbnr/4p2N/3p4/pp6/Nn6/PPp4P/2PPPPP1/R1BQKB1R w KQkq - 0 11,a4c3
1nb2bnr/3B3p/1q1N2Pk/1pB1p2P/1PP2p2/p2P4/P3P3/R2QK1NR b KQ - 0 20,f8d6
r1bqkrn1/p2p1p1p/2p4b/1p2p1p1/1B6/1P1PP2N/PP2KPPP/R1QN1B1R b q - 1 16,g5g4
1nbq1kr1/rp6/2p3p1/6Qp/3p3R/P2P1PP1/1PP1Pn2/1R2KB2 b - - 1 25,d8g5
r3k1nr/2pbq2p/1pn1pp1b/pP1p1Pp1/P1P5/B2PP3/2Q3PP/RN2KBNR w KQkq - 2 12,b5c6
rnbqk2r/p1ppp1b1/5npp/1P1P1p2/7N/1P1Q4/PB2PPPP/RN2KB1R b KQkq - 2 9,h8g8
5bn1/2k1pb1r/r1n3pp/ppp2p1P/1PpPPN2/B4K2/P2Q2PR/RN3B2 b - - 0 20,g8f6
r1bqk1nr/2pp2pp/pp2pp2/6P1/2P1N3/b2nP3/PP1KBP1P/R1BQ2NR b kq - 0 9,d3b2
r1b1kbr1/6n1/p2pp1q1/1p1B1pp1/PP4P1/1KNPPQP1/1B6/R5NR w q - 4 24,d5a8
r1bq1bnr/1pppk1pp/n3pp2/p7/1P5P/B2P4/P1PKPPP1/RN1Q1BNR w - - 2 6,b4b5
r1bqkbn1/pppppppr/7p/7Q/4P3/2P4P/PPnP1PPR/RNBK1BN1 b q - 4 6,c2a1
r1b1k1n1/pp2ppbr/n2p3p/1qp3p1/2Q2NP1/P1P1KP2/1P1PP2P/RNB2B1R b q - 4 16,b5c4
r1bqk2r/pppp3p/4p2n/Q4pp1/1n6/1PPP2PP/PB1KP1P1/RN3BNR w kq - 3 12,c3b4
1rbk1bnr/pp2p1p1/B7/1Q3p1p/2K5/1Pp2P2/P1P2q1P/1RB3NR b - - 3 16,c8d7
r1b1k1nr/p1n1qpp1/3p3p/3Pp3/8/bP2KPPB/P1P1P2P/R1BQ2NR w kq - 0 14,c1a3
rn5r/1p1bk1pp/p1p1p2n/3P3P/P1B1N1P1/bP2p3/3P4/R1BQ1KNR b - - 0 18,a3b4
rnbqkb1r/3ppp1p/1pp4n/p3P1p1/Q1P4P/8/PP1P1PP1/RNB1KBNR b KQkq - 0 6,g5g4
r1b1kb2/1pQ1pp1r/p6p/3p4/2qPP1n1/N5B1/PPPK1PPP/3R1BNR b q - 2 13,c4c7
r1bq1bnr/ppppkppp/n7/4p3/1P2N3/7P/P1PPPPP1/R1BQKBNR b KQ - 0 6,a6b4
r3k2N/2pbn1pp/p1q5/1pbpp3/PnP5/N1R1PQ2/1P1P1PPP/2B1KB1R w Kq - 1 14,f3f7
rnb1kb1r/2p1pp1p/pp1q3n/3pN1p1/3P4/5PK1/PPPQP1PP/R1B2BNR b kq - 7 9,f7f6
r1bqkbr1/pp2ppp1/2pp3p/1n2P2n/3P1P2/1B1Q4/PPP3PP/RNB2KNR b q - 0 10,d6e5
rnb1k2r/pppp1p2/5qpp/2b1pn2/P4P2/1P1PP2N/R1P1Q1PP/1NB1KB1R b Kkq - 0 8,d7d6
